MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,WoodDeckSF,OpenPorchSF,MoSold,YrSold
_1,92.0,12108.0,Reg,Inside,Edwards,1Story,4,4,1955,1955,Gable,VinylSd,270.0,TA,CBlock,TA,No,ALQ,133.0,1307.0,1440.0,TA,0.0,1440.0,0,2,0,4,Fa,0,Attchd,RFn,0,0.0,0.0,9,2008
_1,52.0,6240.0,Reg,Inside,other_1,1.5Fin,5,7,1930,1992,Gable,MetalSd,0.0,TA,PConc,TA,No,Unf,0.0,1078.0,1078.0,TA,445.0,1573.0,0,2,0,3,TA,1,Detchd,Unf,2,0.0,0.0,6,2008
_2,53.0,3922.0,Reg,Inside,other_2,1Story,7,5,2006,2007,Gable,other,72.0,Gd,PConc,Ex,Av,Unf,0.0,1258.0,1258.0,Ex,0.0,1258.0,0,2,0,2,Gd,1,Attchd,Fin,3,144.0,16.0,6,2007
_3,70.0,8750.0,Reg,Inside,CollgCr,2Story,7,5,1994,1995,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,642.0,273.0,915.0,Ex,975.0,1908.0,1,2,1,4,Gd,1,Attchd,Unf,2,144.0,133.0,7,2008
_2,73.0,9855.0,Reg,Corner,Edwards,1Story,6,5,1956,1956,Hip,Wd Sdng,0.0,TA,CBlock,TA,No,Unf,0.0,1436.0,1436.0,Fa,0.0,1689.0,0,1,0,3,TA,1,Attchd,Unf,2,0.0,0.0,11,2009
_2,137.0,16492.0,IR1,Corner,NAmes,1Story,6,6,1966,2002,Gable,BrkFace,0.0,Gd,CBlock,TA,No,ALQ,247.0,557.0,1517.0,Ex,0.0,1888.0,0,2,1,2,Gd,1,Attchd,Fin,2,0.0,0.0,6,2010
_3,70.0,11214.0,IR1,Corner,Gilbert,2Story,7,5,1998,1999,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,930.0,930.0,Gd,930.0,1886.0,0,2,1,4,Gd,1,Attchd,Fin,2,89.0,0.0,7,2006
_1,50.0,8600.0,Reg,Inside,other_1,1.5Fin,6,6,1937,1950,Gable,MetalSd,0.0,TA,BrkTil,TA,No,Unf,0.0,780.0,780.0,TA,596.0,1376.0,0,2,0,3,TA,1,Detchd,Unf,1,0.0,0.0,6,2006
_1,50.0,6000.0,Reg,Inside,OldTown,1.5Fin,3,7,1948,2002,Gable,MetalSd,0.0,TA,CBlock,TA,No,ALQ,331.0,318.0,649.0,Ex,504.0,1183.0,0,1,1,2,TA,0,Detchd,Unf,1,0.0,176.0,6,2007
_1,70.0,5684.0,Reg,Inside,OldTown,1Story,6,8,1930,2005,Hip,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,813.0,813.0,Ex,0.0,813.0,0,1,0,2,Gd,0,Detchd,Unf,1,0.0,113.0,6,2006
_2,62.0,37567.64000000021,IR1,Inside,other_3,1Story,7,5,1975,1975,Gable,Plywood,0.0,TA,CBlock,Gd,Gd,ALQ,655.0,878.0,1533.0,TA,0.0,1533.0,1,2,0,2,Gd,2,Attchd,Unf,2,200.0,54.0,12,2006
_3,70.0,9303.0,IR1,Corner,other_3,2Story,6,5,1996,1997,Hip,VinylSd,42.0,Gd,PConc,Ex,No,ALQ,742.0,130.0,872.0,Ex,868.0,1756.0,1,2,1,3,TA,0,Attchd,Fin,2,144.0,122.0,7,2007
_3,75.0,9000.0,Reg,Inside,Somerst,2Story,8,5,2008,2008,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,768.0,768.0,Ex,804.0,1590.0,0,2,1,3,Gd,0,Attchd,RFn,2,0.0,30.0,6,2009
_1,63.0,9297.0,Reg,Inside,other_2,1Story,5,5,1976,1976,Gable,Plywood,0.0,TA,CBlock,TA,No,ALQ,1572.41,122.0,1728.0,TA,0.0,1728.0,2,2,0,4,TA,0,Detchd,Unf,2,0.0,0.0,7,2006
_2,80.0,9600.0,Reg,Inside,NWAmes,1Story,7,6,1973,1973,Hip,HdBoard,320.0,TA,CBlock,TA,No,ALQ,916.0,326.0,1242.0,Fa,0.0,1242.0,0,1,1,3,TA,1,Attchd,Unf,2,0.0,0.0,9,2007
_2,34.0,4571.0,Reg,Inside,OldTown,2Story,5,5,1916,1950,Gable,other,0.0,TA,BrkTil,TA,No,Unf,0.0,624.0,624.0,Fa,720.0,1344.0,0,1,0,4,TA,0,Detchd,Unf,3,0.0,0.0,5,2008
_2,70.0,37567.64000000021,IR1,CulDSac,other_3,1Story,4,6,1954,1994,Flat,Plywood,0.0,TA,CBlock,Gd,Gd,BLQ,1116.0,248.0,1364.0,Ex,0.0,1663.0,1,1,0,2,Gd,2,Attchd,Fin,2,224.0,137.0,3,2008
_2,70.0,5100.0,Reg,Inside,OldTown,2Story,8,7,1925,1996,Hip,other,0.0,TA,PConc,TA,No,Unf,0.0,588.0,588.0,Fa,833.0,1666.0,0,1,0,3,Gd,1,Detchd,Unf,1,192.0,63.0,6,2008
_1,70.0,7015.0,IR1,Corner,other_1,1.5Fin,5,4,1950,1950,Gable,MetalSd,161.0,TA,CBlock,TA,No,LwQ,185.0,524.0,709.0,TA,224.0,1203.0,1,1,0,3,Gd,1,Detchd,Unf,1,0.0,0.0,7,2009
_3,75.0,8004.0,IR1,Inside,Somerst,2Story,8,5,2009,2009,Gable,VinylSd,110.0,Gd,PConc,Gd,No,GLQ,544.0,288.0,832.0,Ex,1103.0,1935.0,1,2,1,3,TA,0,BuiltIn,Fin,2,0.0,150.0,12,2009
_2,60.0,7200.0,Reg,Inside,other_1,2Story,7,9,1936,2007,Gable,Wd Sdng,0.0,Gd,PConc,Gd,No,ALQ,350.0,0.0,560.0,Ex,560.0,1135.0,1,1,0,3,Gd,0,Detchd,RFn,2,256.0,0.0,4,2009
_2,60.0,8281.0,IR1,Inside,Sawyer,1Story,5,5,1965,1965,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,553.0,0.0,864.0,Gd,0.0,864.0,0,1,0,3,TA,1,Detchd,Unf,1,0.0,0.0,12,2009
_2,74.0,11988.0,IR1,Inside,other_3,2Story,6,7,1934,1995,Hip,other,0.0,TA,CBlock,TA,No,LwQ,326.0,389.0,715.0,Fa,811.0,1660.0,0,1,1,3,TA,1,Detchd,Unf,1,0.0,0.0,8,2008
_2,60.0,8430.0,Reg,Inside,CollgCr,1Story,5,5,1978,1978,Gable,HdBoard,136.0,TA,CBlock,Gd,No,Rec,616.0,424.0,1040.0,TA,0.0,1040.0,0,2,0,3,TA,0,Attchd,Unf,0,0.0,0.0,8,2009
_2,70.0,3072.0,Reg,Inside,other_2,1Story,7,5,2004,2004,Hip,VinylSd,18.0,Gd,PConc,Gd,No,Unf,0.0,1375.0,1375.0,Ex,0.0,1414.0,0,2,0,2,Gd,1,Attchd,Fin,2,144.0,20.0,5,2006
_2,85.0,10628.0,Reg,Inside,NAmes,1Story,7,5,1970,1970,Flat,Plywood,0.0,TA,CBlock,TA,Gd,GLQ,778.0,499.0,1277.0,TA,0.0,1277.0,1,1,0,2,TA,1,Attchd,Unf,2,0.0,0.0,4,2007
_2,79.0,9480.0,Reg,Inside,NAmes,2Story,5,7,1942,1995,Gable,MetalSd,224.0,TA,CBlock,TA,No,LwQ,386.0,342.0,728.0,Ex,756.0,1644.0,0,1,1,3,Gd,2,Attchd,Unf,1,168.0,0.0,6,2007
_2,98.0,11428.0,IR1,Inside,NridgHt,1Story,8,5,2006,2006,Gable,VinylSd,248.0,Gd,PConc,Gd,No,Unf,0.0,1626.0,1626.0,Ex,0.0,1634.0,0,2,0,3,Gd,1,Attchd,RFn,3,0.0,44.0,5,2007
_3,76.0,9291.0,IR1,Corner,other_2,2Story,6,5,1993,1993,Gable,HdBoard,120.0,Gd,PConc,Gd,No,GLQ,426.0,406.0,832.0,Ex,878.0,1710.0,0,2,1,3,Gd,0,Attchd,RFn,2,144.0,70.0,6,2008
_2,70.0,6820.0,IR1,Corner,other_4,1Story,8,5,1985,1985,Gable,HdBoard,0.0,Gd,PConc,Gd,Av,GLQ,368.0,0.0,1488.0,TA,0.0,1502.0,1,1,1,1,Gd,0,Attchd,RFn,2,0.0,54.0,6,2010
_3,92.0,11952.0,Reg,Inside,NWAmes,2Story,7,6,1977,1977,Mansard,other,0.0,TA,CBlock,Gd,No,Unf,0.0,808.0,808.0,TA,808.0,1969.0,0,2,1,3,TA,1,Attchd,RFn,2,0.0,0.0,11,2007
_1,35.0,3675.0,Reg,Inside,Edwards,SLvl,6,5,2005,2005,Gable,VinylSd,80.0,TA,PConc,Gd,Gd,GLQ,459.0,88.0,547.0,Ex,0.0,1072.0,1,1,0,2,TA,0,Basment,RFn,2,0.0,28.0,6,2008
_2,110.0,14977.0,IR1,Inside,NridgHt,1Story,8,5,2006,2007,Gable,VinylSd,304.0,Gd,PConc,Ex,Gd,GLQ,1350.0,626.0,1976.0,Ex,0.0,1976.0,1,2,0,2,Gd,1,Attchd,RFn,3,250.0,63.0,7,2007
_2,41.0,5330.0,Reg,Inside,other_4,1Story,8,5,2000,2000,Gable,CemntBd,0.0,Gd,PConc,Gd,Av,GLQ,1196.0,298.0,1494.0,Ex,0.0,1652.0,1,2,0,2,Ex,0,Attchd,RFn,2,96.0,48.0,8,2007
_2,80.0,8480.0,Reg,Corner,Sawyer,1Story,5,6,1963,1963,Hip,HdBoard,0.0,TA,CBlock,TA,No,GLQ,630.0,340.0,970.0,TA,0.0,970.0,1,1,0,2,TA,0,Detchd,Unf,2,0.0,24.0,7,2007
_2,75.0,13125.0,Reg,Inside,CollgCr,1Story,6,5,1997,1998,Gable,VinylSd,215.0,TA,PConc,Gd,Gd,GLQ,994.0,484.0,1478.0,Ex,0.0,1493.0,1,2,0,3,Gd,1,Attchd,Fin,2,140.0,39.0,4,2008
_3,105.0,13693.0,Reg,Inside,NridgHt,2Story,9,5,2006,2006,Hip,VinylSd,772.0,Ex,PConc,Gd,Av,Unf,0.0,1797.0500000000004,2153.0,Ex,574.0,2643.0,0,2,1,3,Ex,1,BuiltIn,Fin,3,414.0,84.0,3,2007
_2,79.0,10637.0,Reg,Inside,CollgCr,1Story,8,5,2007,2008,Hip,VinylSd,336.0,Gd,PConc,Ex,Gd,GLQ,1288.0,417.0,1705.0,Ex,0.0,1718.0,1,2,0,3,Gd,1,Attchd,RFn,3,208.0,44.0,9,2009
_1,50.0,5925.0,Reg,Inside,OldTown,1Story,4,7,1937,2000,Hip,other,435.0,TA,BrkTil,Fa,No,Rec,168.0,739.0,907.0,TA,0.0,1131.0,0,1,0,2,TA,0,Detchd,Unf,2,0.0,72.0,3,2007
_2,98.0,16033.0,IR1,FR2,NridgHt,1Story,9,5,2004,2005,Hip,VinylSd,378.0,Gd,PConc,Ex,Gd,GLQ,1261.0,572.0,1833.0,Ex,0.0,1850.0,1,2,0,3,Gd,1,Attchd,Fin,3,505.4600000000005,112.0,3,2006
_2,72.0,11846.0,IR1,Inside,NridgHt,1Story,9,5,2003,2004,Hip,VinylSd,562.0,Gd,PConc,Ex,Gd,GLQ,1567.0,225.0,1792.0,Ex,0.0,1792.0,1,2,0,2,Ex,1,Attchd,Fin,3,206.0,49.0,8,2006
_2,50.0,2500.0,Reg,Corner,OldTown,2Story,7,8,1915,2005,Gable,other,0.0,Gd,PConc,TA,No,ALQ,299.0,611.0,910.0,Ex,910.0,1826.0,1,1,1,4,Ex,1,Attchd,Unf,1,0.0,0.0,6,2009
_2,32.0,4500.0,Reg,FR2,other_2,1Story,6,5,1998,1998,Hip,VinylSd,116.0,TA,PConc,Ex,No,GLQ,897.0,319.0,1216.0,Ex,0.0,1216.0,1,2,0,2,TA,0,Attchd,Unf,2,0.0,125.0,5,2006
_2,70.0,7758.0,IR1,Corner,Sawyer,1Story,5,7,1962,2001,Gable,HdBoard,0.0,TA,CBlock,TA,No,ALQ,588.0,411.0,999.0,Gd,0.0,999.0,1,1,0,3,Gd,0,Detchd,Unf,1,0.0,132.0,3,2007
_2,80.0,9600.0,Reg,Inside,NAmes,1Story,5,7,1950,2007,Gable,MetalSd,0.0,Gd,CBlock,TA,No,ALQ,607.0,506.0,1113.0,Gd,0.0,1113.0,0,1,0,3,Gd,1,Attchd,Unf,1,0.0,80.0,7,2009
_2,79.0,10289.0,Reg,Inside,NAmes,1Story,5,7,1965,1965,Hip,MetalSd,168.0,TA,CBlock,TA,No,ALQ,836.0,237.0,1073.0,TA,0.0,1073.0,1,1,1,3,TA,0,Attchd,RFn,2,0.0,0.0,6,2007
_2,70.0,12243.0,IR1,Inside,NWAmes,1Story,5,6,1971,1971,Gable,Plywood,0.0,TA,CBlock,Gd,Av,ALQ,998.0,486.0,1484.0,Gd,0.0,1484.0,0,2,0,3,TA,1,Attchd,Unf,2,224.0,0.0,2,2007
_1,60.0,10800.0,Reg,Corner,OldTown,1.5Fin,5,4,1900,1970,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,BLQ,664.0,290.0,954.0,TA,648.0,2414.0,0,2,0,3,TA,1,Attchd,Unf,2,142.0,0.0,5,2006
_1,21.0,1680.0,Reg,Inside,other_1,other,4,8,1970,2002,Gable,CemntBd,0.0,TA,CBlock,Gd,Av,GLQ,515.0,115.0,630.0,TA,0.0,692.18,1,1,0,1,Gd,0,Attchd,Unf,1,0.0,0.0,5,2009
_1,70.0,2665.0,Reg,Inside,other_1,2Story,5,6,1976,1976,Gable,CemntBd,0.0,TA,PConc,Gd,Mn,Unf,0.0,264.0,264.0,TA,688.0,1304.0,0,1,1,3,TA,1,BuiltIn,Fin,1,141.0,24.0,6,2008
_1,79.0,9490.0,Reg,Inside,NAmes,1.5Fin,6,7,1941,1950,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,BLQ,403.0,238.0,806.0,TA,620.0,1578.0,1,1,0,3,Fa,2,Attchd,Unf,1,0.0,0.0,8,2006
_3,105.0,15578.0,IR1,Corner,Gilbert,2Story,6,5,2006,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,728.0,728.0,Gd,728.0,1456.0,0,2,1,3,TA,0,Attchd,RFn,2,0.0,0.0,5,2006
_2,70.0,7931.0,Reg,Inside,NAmes,1Story,5,6,1960,1960,Gable,BrkFace,0.0,TA,CBlock,TA,No,BLQ,374.0,363.0,1269.0,TA,0.0,1269.0,0,1,1,3,TA,1,Detchd,Unf,1,0.0,0.0,6,2008
_1,50.0,5784.0,Reg,Inside,OldTown,1Story,5,8,1938,1996,Gable,MetalSd,0.0,TA,BrkTil,Fa,No,Unf,0.0,190.0,190.0,Gd,0.0,886.0,0,1,0,2,TA,0,Attchd,Unf,1,144.0,20.0,12,2009
_1,60.0,7879.0,Reg,Inside,other_1,1Story,4,5,1920,1950,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Rec,495.0,225.0,720.0,TA,0.0,720.0,0,1,0,2,TA,0,Attchd,Unf,0,0.0,285.82000000000016,11,2009
_2,70.0,12692.0,IR1,Inside,other_4,1Story,8,5,1992,1993,Hip,BrkFace,0.0,Gd,PConc,Gd,No,GLQ,1231.0,1797.0500000000004,2155.05,Ex,0.0,3123.4800000000023,1,3,0,4,Gd,1,Attchd,RFn,2,264.0,75.0,5,2007
_1,60.0,9120.0,Reg,Inside,other_1,1.5Fin,7,6,1925,1950,Gable,Wd Sdng,0.0,TA,PConc,TA,No,Rec,329.0,697.0,1026.0,Ex,687.0,1820.0,1,2,0,4,TA,0,Detchd,Unf,1,0.0,100.0,6,2008
_2,65.0,7800.0,Reg,Inside,Sawyer,1Story,5,7,1967,2004,Hip,HdBoard,89.0,TA,PConc,TA,No,ALQ,450.0,414.0,864.0,Ex,0.0,899.0,0,1,0,3,Gd,0,Attchd,Fin,1,64.0,0.0,6,2009
_2,70.0,7535.0,IR1,Inside,NAmes,1Story,5,7,1958,1985,Gable,MetalSd,0.0,TA,CBlock,TA,No,BLQ,111.0,522.0,912.0,Fa,0.0,912.0,0,1,0,2,TA,0,Attchd,Fin,1,12.0,285.0,6,2007
_1,21.0,1890.0,Reg,Inside,other_1,2Story,6,5,1973,1973,Gable,HdBoard,285.0,TA,CBlock,TA,No,BLQ,356.0,316.0,672.0,TA,546.0,1218.0,0,1,1,3,TA,0,Detchd,Unf,1,144.0,28.0,5,2007
_3,75.0,9803.0,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,400.0,466.0,866.0,Gd,902.0,1768.0,0,2,1,3,Gd,0,Attchd,RFn,2,0.0,108.0,2,2008
_2,70.0,9170.0,Reg,Corner,Edwards,1Story,5,7,1965,1965,Hip,MetalSd,0.0,TA,CBlock,TA,No,ALQ,698.0,420.0,1214.0,Ex,0.0,1214.0,1,1,0,2,TA,0,Detchd,Unf,2,0.0,0.0,4,2007
_2,100.0,15602.0,IR1,Inside,other_3,1Story,7,8,1959,1997,Gable,BrkFace,0.0,TA,CBlock,TA,No,ALQ,1247.0,254.0,1501.0,TA,0.0,1801.0,1,2,0,1,TA,2,Attchd,Fin,2,0.0,54.0,3,2010
_1,24.0,2308.0,Reg,Inside,other_1,2Story,6,5,1974,1974,Gable,Plywood,0.0,TA,CBlock,TA,No,ALQ,257.0,103.0,855.0,TA,467.0,1322.0,0,2,1,3,TA,1,Attchd,Unf,2,260.0,0.0,6,2009
_1,60.0,7596.0,Reg,Inside,OldTown,2Story,5,5,1952,1952,Hip,Wd Sdng,360.0,TA,CBlock,TA,No,Unf,0.0,960.0,960.0,Gd,1000.0,1960.0,0,2,0,4,TA,0,Detchd,Unf,2,0.0,0.0,7,2009
_3,80.0,9554.0,IR1,Inside,other_2,2Story,8,5,1993,1994,Gable,VinylSd,125.0,Gd,PConc,Gd,No,GLQ,380.0,397.0,777.0,Ex,846.0,1911.0,0,2,1,3,Gd,1,Attchd,RFn,2,182.0,81.0,9,2006
_2,75.0,7862.0,IR1,Inside,Somerst,1Story,6,5,2009,2009,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,27.0,1191.0,1218.0,Ex,0.0,1218.0,0,2,0,2,Gd,0,Attchd,Fin,2,0.0,102.0,9,2009
_2,60.0,9600.0,Reg,Inside,OldTown,2Story,7,9,1928,2005,Gambrel,MetalSd,0.0,TA,BrkTil,TA,No,Rec,141.0,548.0,689.0,Ex,689.0,1378.0,0,2,0,3,Gd,1,Detchd,Unf,2,0.0,0.0,10,2008
_2,80.0,9600.0,Reg,Corner,NAmes,1Story,5,6,1959,1959,Gable,MetalSd,132.0,TA,CBlock,TA,No,ALQ,991.0,50.0,1041.0,Ex,0.0,1041.0,1,1,0,3,TA,0,Attchd,RFn,1,224.0,88.0,7,2009
_2,75.0,14559.0,Reg,Inside,NAmes,1Story,5,7,1951,2000,Hip,Wd Sdng,70.0,Gd,CBlock,TA,No,BLQ,650.0,178.0,1008.0,Ex,0.0,1363.0,1,1,0,2,TA,2,CarPort,Unf,1,324.0,42.0,6,2009
_2,40.0,6792.0,IR1,Inside,NridgHt,1Story,7,5,2005,2006,Gable,VinylSd,94.0,Gd,PConc,Gd,No,Unf,0.0,1368.0,1368.0,Ex,0.0,1368.0,0,2,0,2,Gd,1,Attchd,RFn,2,132.0,35.0,3,2006
_2,70.0,9100.0,Reg,Corner,NAmes,1Story,5,5,1958,1958,Gable,VinylSd,0.0,TA,CBlock,TA,No,BLQ,521.0,169.0,864.0,TA,0.0,864.0,1,1,0,3,TA,0,Detchd,Unf,2,0.0,0.0,7,2006
_2,71.0,9187.0,Reg,Corner,other_2,1Story,6,5,1983,1983,Gable,VinylSd,0.0,TA,PConc,TA,No,ALQ,336.0,748.0,1084.0,TA,0.0,1080.0,0,1,1,3,TA,0,Attchd,Unf,2,120.0,0.0,6,2007
_1,55.0,10594.0,Reg,Inside,other_3,other,5,5,1926,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,768.0,768.0,Fa,0.0,789.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,6,2007
_2,94.0,12220.0,Reg,Inside,NridgHt,1Story,10,5,2009,2009,Hip,CemntBd,305.0,Ex,CBlock,Ex,No,GLQ,1436.0,570.0,2006.0,Ex,0.0,2020.0,1,2,1,3,Ex,1,Attchd,Fin,3,156.0,54.0,9,2009
_2,70.0,10448.0,IR1,Corner,NWAmes,SLvl,6,6,1972,1972,Gable,HdBoard,333.0,TA,CBlock,TA,No,Unf,0.0,689.0,689.0,TA,741.0,2119.0,0,2,1,3,TA,1,Attchd,RFn,2,0.0,104.0,8,2009
_3,79.0,10208.0,IR1,Inside,other_4,2Story,7,5,1996,1997,Gable,VinylSd,791.2800000000007,Gd,PConc,Gd,No,Unf,0.0,1264.0,1264.0,Ex,1067.0,2344.0,0,2,1,3,Gd,1,Attchd,RFn,3,220.0,0.0,7,2009
_3,70.0,9531.0,IR1,CulDSac,CollgCr,2Story,6,5,1998,1998,Gable,VinylSd,0.0,TA,PConc,Gd,Mn,GLQ,706.0,88.0,794.0,Ex,914.0,1796.0,1,2,1,3,TA,0,Attchd,RFn,2,0.0,36.0,5,2007
_2,53.0,10918.0,Reg,Inside,other_3,2Story,7,9,1926,2004,Gambrel,MetalSd,0.0,Gd,BrkTil,Gd,No,Unf,0.0,1276.0,1276.0,Ex,804.0,2080.0,0,1,1,3,Gd,2,Detchd,Unf,1,0.0,0.0,6,2009
_1,60.0,10800.0,Reg,Inside,OldTown,2Story,4,7,1900,2000,Gable,MetalSd,0.0,TA,BrkTil,Gd,No,GLQ,0.0,0.0,0.0,TA,600.0,1294.0,0,2,0,3,TA,0,Attchd,Unf,0,220.0,114.0,8,2008
_2,90.0,11988.0,IR1,Corner,NAmes,1Story,6,6,1957,1957,Gable,VinylSd,0.0,TA,CBlock,TA,No,Rec,777.0,467.0,1244.0,Ex,0.0,1244.0,0,1,1,3,TA,2,Attchd,Unf,1,0.0,40.0,5,2007
_1,50.0,5000.0,Reg,Corner,other_1,1.5Fin,6,7,1947,1950,Gable,CemntBd,0.0,TA,CBlock,TA,No,ALQ,399.0,605.0,1004.0,Ex,660.0,1664.0,0,2,0,3,TA,2,Detchd,Unf,2,0.0,24.0,10,2006
_3,130.0,37567.64000000021,IR1,Inside,Edwards,2Story,10,5,2007,2008,Hip,CemntBd,762.0,Ex,PConc,Ex,Gd,GLQ,1572.41,878.0,2155.05,Ex,1418.920000000001,3123.4800000000023,1,3,1,3,Ex,1,BuiltIn,Fin,3,208.0,285.82000000000016,10,2007
_3,95.0,11787.0,IR1,Inside,other_4,2Story,7,5,1996,1997,Gable,VinylSd,594.0,Gd,PConc,Gd,No,GLQ,719.0,660.0,1379.0,Ex,1015.0,2398.0,1,2,1,3,Gd,1,Attchd,Fin,3,239.0,60.0,8,2007
_2,62.0,7500.0,Reg,Inside,Somerst,1Story,7,5,2005,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,No,Unf,0.0,1257.0,1257.0,Ex,0.0,1266.0,0,2,0,3,Gd,1,Attchd,Unf,2,38.0,144.0,4,2006
_2,70.0,13300.0,Reg,Inside,NAmes,1Story,5,7,1956,2000,Hip,Wd Sdng,0.0,TA,CBlock,Gd,No,Rec,377.0,551.0,928.0,TA,0.0,928.0,0,1,0,2,TA,0,Attchd,Unf,1,261.0,0.0,6,2007
_3,67.0,14948.0,IR1,Inside,NridgHt,2Story,9,5,2008,2008,Hip,VinylSd,268.0,Ex,PConc,Ex,Av,GLQ,1330.0,122.0,1452.0,Ex,1237.0,2713.0,1,2,1,3,Ex,1,Attchd,Fin,3,126.0,66.0,11,2008
_1,58.0,9098.0,IR1,Inside,Edwards,1Story,4,7,1920,2002,Gable,Wd Sdng,0.0,TA,BrkTil,TA,Mn,ALQ,348.0,180.0,528.0,Ex,0.0,692.18,1,1,0,2,TA,0,Attchd,Unf,0,0.0,0.0,7,2007
_2,70.0,32668.0,IR1,CulDSac,other_3,1Story,6,3,1957,1975,Hip,Wd Sdng,104.0,Gd,PConc,TA,No,Rec,1219.0,816.0,2035.0,TA,0.0,2515.0,1,3,0,4,TA,2,Attchd,RFn,2,0.0,0.0,3,2007
_2,85.0,10200.0,Reg,Inside,other_3,SLvl,6,5,1988,1989,Gable,HdBoard,219.0,Gd,CBlock,Gd,Av,GLQ,783.0,678.0,1461.0,Ex,0.0,1509.0,1,2,0,3,Gd,1,Attchd,RFn,2,224.0,0.0,8,2008
_2,60.0,6155.0,IR1,FR3,other_1,2Story,6,8,1920,1999,Gable,Wd Sdng,0.0,TA,BrkTil,Fa,Mn,Unf,0.0,611.0,611.0,Ex,611.0,1362.0,0,2,0,3,TA,0,Detchd,Fin,2,0.0,0.0,6,2008
_2,60.0,7200.0,Reg,Inside,NAmes,1Story,5,7,1955,2007,Gable,VinylSd,0.0,TA,Slab,Gd,No,GLQ,0.0,0.0,0.0,Ex,0.0,827.0,0,1,0,2,TA,1,Detchd,Unf,1,0.0,0.0,4,2010
_2,50.0,5000.0,Reg,Inside,other_1,1Story,1,3,1946,1950,Gable,VinylSd,0.0,Fa,Slab,Gd,No,GLQ,0.0,0.0,0.0,Fa,0.0,692.18,0,1,0,1,Fa,0,Attchd,Unf,0,0.0,0.0,1,2007
_3,74.0,9056.0,IR1,Inside,Gilbert,2Story,8,5,2004,2004,Gable,VinylSd,0.0,Gd,PConc,Ex,Av,Unf,0.0,707.0,707.0,Ex,707.0,1414.0,0,2,1,3,Gd,1,Attchd,Fin,2,100.0,35.0,10,2006
_1,70.0,7000.0,Reg,Inside,Edwards,2Story,5,7,1910,1991,Gable,MetalSd,0.0,TA,CBlock,Gd,Gd,GLQ,969.0,148.0,1117.0,TA,527.0,1347.0,1,1,0,3,TA,0,Attchd,Unf,0,85.0,0.0,1,2008
_3,57.0,8924.0,IR1,CulDSac,CollgCr,2Story,7,5,1998,1999,Gable,VinylSd,0.0,TA,PConc,Gd,Av,Unf,0.0,880.0,880.0,Ex,844.0,1724.0,0,2,1,3,Gd,0,Attchd,Fin,2,120.0,155.0,7,2008
_2,70.0,12735.0,IR1,FR2,NAmes,1Story,4,5,1972,1972,Hip,MetalSd,0.0,TA,CBlock,TA,No,BLQ,600.0,264.0,864.0,TA,0.0,864.0,0,1,0,3,TA,0,Detchd,Unf,2,216.0,0.0,4,2008
_2,70.0,11553.0,IR1,Inside,Sawyer,1Story,5,5,1968,1968,Hip,Plywood,188.0,TA,CBlock,TA,No,BLQ,673.0,378.0,1051.0,TA,0.0,1159.0,0,1,1,3,TA,1,Attchd,Unf,1,466.0,0.0,7,2006
_2,70.0,11423.0,Reg,Inside,CollgCr,1Story,8,5,2001,2002,Gable,VinylSd,479.0,Gd,PConc,Gd,Av,GLQ,1358.0,223.0,1581.0,Ex,0.0,1601.0,1,2,0,3,Gd,1,Attchd,RFn,2,180.0,0.0,5,2010
_2,85.0,14601.0,Reg,Inside,other_3,1Story,9,5,2006,2006,Hip,VinylSd,584.0,Ex,PConc,Ex,Av,GLQ,1260.0,578.0,1838.0,Ex,0.0,1838.0,1,2,0,2,Ex,1,Attchd,Fin,3,270.0,68.0,3,2009
_3,70.0,11000.0,Reg,FR2,other_4,2Story,8,5,2000,2000,Gable,VinylSd,72.0,Gd,PConc,Gd,No,Unf,0.0,969.0,969.0,Ex,1288.0,2285.0,0,2,1,4,Gd,1,BuiltIn,Fin,3,0.0,56.0,6,2007
